"New ID","Period of care end","Placement Type","Reason placement ended","Legal Statuses"
78133971,03/25/2014,"Q2","E8","10/05/10-25/03/14 V2"
78141097,01/18/2013,"H5","E8","24/06/05-16/08/05 C1; 16/08/05-05/04/06 C1; 05/04/06-18/01/13 C2"
78155899,04/20/2012,"Q2","E4","18/05/11-20/05/11 L1; 20/05/11-20/04/12 C1"
78206441,10/13/2012,"H5","E8","16/06/10-18/03/11 V2; 18/03/11-13/10/12 C2"
78336179,10/10/2013,"P1","E4","04/07/13-10/10/13 C1"
78490135,01/25/2017,"U3","E43","05/09/16-25/01/17 C1"
78570824,06/20/2016,"A4","E11","12/03/14-13/03/14 L1; 13/03/14-20/03/14 L2; 20/03/14-22/12/14 C1; 22/12/14-20/06/16 E1"
78804465,09/23/2016,"K2","E8","26/06/06-29/08/11 V4; 29/08/11-23/09/16 V2"
78856888,08/14/2012,"Q2","E4","13/08/12-14/08/12 V2"
78892559,03/16/2015,"P1","E4A","11/08/11-15/09/11 V2; 15/09/11-07/09/12 C1; 07/09/12-16/03/15 C2"
78953055,09/21/2014,"H5","E8","09/01/14-21/09/14 V2"
78995391,02/20/2017,"H5","E8","24/06/16-20/02/17 J1"
79075127,11/24/2015,"U6","E8","16/11/15-24/11/15 V2"
79175333,07/12/2013,"A4","E11","13/07/10-20/07/10 L2; 20/07/10-06/02/12 C1; 06/02/12-12/07/13 E1"
79247464,09/09/2012,"H5","E8","24/08/06-04/03/11 C1; 04/03/11-09/09/12 V2"
79464220,03/18/2016,"H5","E8","24/02/15-18/03/16 V2"
79719582,10/23/2013,"Q2","E4","17/10/13-18/10/13 L1; 18/10/13-23/10/13 V2"
79828044,06/19/2012,"K2","E8","12/02/09-19/06/12 C2"
80063525,10/23/2013,"Q2","E4","17/10/13-18/10/13 L1; 18/10/13-23/10/13 V2"
80108209,07/21/2014,"Q1","E4A","11/11/13-21/07/14 V2"
80352800,11/20/2013,"Q1","E44","25/02/10-05/03/10 V2; 05/03/10-20/11/13 C2"
80497189,03/18/2013,"Q1","E4","24/02/13-27/02/13 L1; 27/02/13-18/03/13 V2"
80551791,10/25/2013,"K2","E4","13/01/12-24/05/12 V2; 24/05/12-22/03/13 C1; 22/03/13-25/10/13 C2"
80895915,03/27/2015,"Q1","E43","13/01/14-27/03/15 V2"
80943139,02/14/2014,"H5","E8","15/11/13-14/02/14 J1"
80957778,11/30/2015,"H5","E8","27/03/14-30/11/15 V2"
81149437,01/08/2016,"U6","E4A","07/01/16-08/01/16 L1"
81373000,01/02/2016,"H5","E8","23/01/14-24/01/14 L1; 24/01/14-28/02/14 V2; 28/02/14-18/08/14 C1; 18/08/14-02/01/16 C2"
81554889,12/02/2014,"A4","E11","19/01/10-04/03/13 C1; 04/03/13-02/12/14 E1"
81672172,05/28/2015,"P1","E8","27/05/15-28/05/15 J1"
81672172,11/30/2015,"P1","E9","28/08/15-30/11/15 J1"
81715304,09/11/2013,"A4","E11","09/09/11-24/04/12 C1; 24/04/12-11/09/13 E1"
81824932,05/01/2013,"K1","E4","02/06/12-01/05/13 J1"
81883210,11/01/2013,"A4","E11","28/08/12-08/03/13 C1; 08/03/13-01/11/13 E1"
82013502,03/05/2013,"K1","E9","27/01/13-05/03/13 J1"
82128830,04/21/2014,"Q2","E8","04/11/02-27/05/05 C1; 27/05/05-21/04/14 C2"
82153074,05/12/2012,"Q1","E4","31/12/08-12/05/12 V2"
82294884,03/15/2013,"R5","E9","29/12/12-15/03/13 J1"
82313854,08/29/2015,"H5","E8","06/11/14-29/08/15 V2"
82476077,12/02/2013,"H5","E8","21/11/13-02/12/13 V2"
82592287,03/04/2013,"Q2","E4","01/03/13-04/03/13 L1"
82604472,11/07/2016,"H5","E8","03/11/16-07/11/16 V2"
82843163,05/01/2014,"A3","E11","31/08/12-04/07/13 C1; 04/07/13-01/05/14 E1"
82995920,02/22/2016,"U6","E4B","25/01/15-28/01/15 L1; 28/01/15-22/02/16 C1"
83093689,02/09/2015,"K2","E8","12/07/12-09/02/15 V2"
83186027,02/19/2014,"K1","E9","09/01/14-19/02/14 J1"
83230113,03/04/2013,"Q2","E4","01/03/13-04/03/13 L1"
83269659,02/07/2013,"H5","E8","06/09/12-07/02/13 J1"
83638075,01/31/2017,"U6","E4B","29/01/17-31/01/17 L1"
83681267,04/04/2012,"Q2","E4","01/04/12-04/04/12 L1"
83681267,01/24/2015,"H5","E8","03/05/12-24/01/15 V2"
83894929,08/11/2015,"U3","E43","03/07/14-21/07/14 L1; 21/07/14-11/08/15 V2"
83895490,06/25/2014,"U6","E4","24/06/14-25/06/14 L1"
83895490,11/06/2014,"U6","E4","08/10/14-06/11/14 L1"
83895490,09/05/2016,"U6","E4A","15/12/14-17/12/14 L1; 17/12/14-05/09/16 V2"
83898425,01/20/2013,"H5","E8","05/05/10-06/05/10 L1; 06/05/10-20/01/13 V2"
83899452,04/10/2012,"H5","E8","02/11/10-10/04/12 V2"
83913395,06/15/2015,"U3","E4A","26/08/14-03/10/14 L1; 03/10/14-15/06/15 V2"
83935600,06/10/2014,"A3","E11","26/10/12-06/12/13 C1; 06/12/13-10/06/14 E1"
83995138,09/28/2012,"P1","E4","18/02/11-28/09/12 C1"
84138462,03/04/2015,"U6","E4A","25/02/15-04/03/15 V2"
84429155,06/12/2015,"U3","E4A","15/04/14-17/04/14 L1; 17/04/14-24/11/14 V2; 24/11/14-12/06/15 C1"
84489548,06/04/2012,"Q2","E4","07/07/10-09/07/10 L1; 09/07/10-04/06/12 V2"
84683436,02/12/2014,"Q2","E4","07/02/14-12/02/14 V2"
84683436,02/24/2014,"Q2","E4","14/02/14-24/02/14 V2"
84978126,02/27/2014,"Q1","E4","12/07/12-27/02/14 C1"
85033008,10/05/2014,"Q2","E4A","30/07/13-05/10/14 C1"
85151407,12/02/2016,"U3","E12","10/04/15-29/09/15 C1; 29/09/15-02/12/16 E1"
85165014,11/20/2012,"H5","E8","07/08/12-20/11/12 V2"
85227342,09/19/2013,"Q1","E4","31/01/08-19/09/13 V2"
85300234,03/21/2013,"A3","E11","20/09/10-17/05/12 V2; 17/05/12-21/03/13 E1"
85351995,02/21/2014,"Q2","E4","07/02/14-10/02/14 L1; 10/02/14-21/02/14 V2"
85532789,12/05/2013,"R5","E9","29/11/13-05/12/13 V2"
85532789,08/11/2014,"R5","E14","07/03/14-11/08/14 J1"
85612977,01/20/2015,"U6","E44","28/11/13-26/02/14 V2; 26/02/14-02/07/14 C1; 02/07/14-23/07/14 C2; 23/07/14-20/01/15 C1"
85635497,05/03/2013,"Q2","E4","02/05/13-03/05/13 L1"
85747670,07/20/2016,"H5","E8","28/08/14-20/07/16 V2"
85819129,02/04/2013,"A6","E11","25/04/09-28/04/09 L1; 28/04/09-21/05/10 V2; 21/05/10-04/02/13 E1"
85929428,12/11/2015,"A4","E12","10/01/14-03/07/14 C1; 03/07/14-11/12/15 E1"
85984292,08/30/2013,"K1","E4","28/06/13-30/08/13 J1"
86060393,11/10/2015,"P1","E4A","19/03/13-03/04/14 V2; 03/04/14-08/08/14 C1; 08/08/14-10/11/15 C2"
86650602,02/22/2015,"H5","E8","18/01/08-21/01/08 L1; 21/01/08-04/12/08 C1; 04/12/08-22/02/15 C2"
86697628,03/13/2014,"K1","E9","25/02/14-13/03/14 J1"
86748136,11/28/2015,"U6","E4A","30/06/14-03/07/14 L1; 03/07/14-28/11/15 V2"
86800198,03/29/2014,"Q2","E8","02/12/09-03/12/09 L1; 03/12/09-31/03/10 V2; 31/03/10-07/04/11 C1; 07/04/11-29/03/14 C2"
86896822,02/17/2014,"Q1","E4","24/10/13-17/02/14 V2"
87134258,10/23/2016,"U6","E44","12/04/16-25/04/16 V2; 25/04/16-20/10/16 C1; 20/10/16-23/10/16 L3"
87183523,03/04/2014,"Q1","E4","07/02/14-04/03/14 V2"
87199870,07/25/2015,"P1","E8","25/11/11-25/07/15 C2"
87315205,08/24/2013,"H5","E8","19/03/13-24/08/13 V2"
87349964,07/05/2012,"H5","E8","19/11/10-05/07/12 V2"
87731071,11/25/2012,"Q2","E4","01/06/11-09/06/11 L1; 09/06/11-25/11/12 C1"
87807152,06/10/2014,"A3","E11","26/10/12-10/12/13 C1; 10/12/13-10/06/14 E1"
87822614,05/20/2013,"R5","E4","22/01/13-20/05/13 J1"
87838308,03/03/2014,"Q2","E4","06/02/14-03/03/14 V2"
88261734,01/01/2014,"H5","E8","15/01/13-01/01/14 V2"
88285062,02/05/2014,"H5","E8","05/03/13-05/02/14 V2"
88341452,11/05/2012,"Q1","E4","13/04/11-05/11/12 V2"
88353313,10/10/2016,"U3","E4B","31/08/16-10/10/16 V2"
88443006,04/20/2012,"Q2","E4","18/05/11-20/05/11 L1; 20/05/11-20/04/12 C1"
88452781,06/11/2013,"Q2","E4","22/03/13-11/06/13 V2"
88555632,06/07/2013,"P1","E8","21/09/01-05/07/02 C1; 05/07/02-07/06/13 C2"
88803844,12/20/2014,"U6","E4A","25/10/13-20/12/14 C1"
88881023,01/25/2016,"Q2","E8","03/01/03-30/04/04 C1; 30/04/04-25/01/16 C2"
88920037,04/30/2012,"P1","E41","13/01/11-16/01/11 L1; 16/01/11-20/01/11 L2; 20/01/11-30/04/12 C1"
89127663,05/23/2016,"U6","E4B","21/05/16-23/05/16 V2"
89216247,04/16/2014,"A5","E11","14/11/12-09/04/13 C1; 09/04/13-16/04/14 E1"
89221237,08/16/2013,"H5","E8","07/07/08-16/08/13 V2"
89314432,08/31/2016,"U3","E4A","19/05/16-31/08/16 V2"
89317710,02/21/2016,"H5","E8","03/04/14-21/02/16 V2"
89321574,03/30/2016,"A6","E12","03/06/09-05/06/09 L1; 05/06/09-21/04/10 V2; 21/04/10-20/12/10 C1; 20/12/10-08/06/11 C2; 08/06/11-30/03/16 E1"
89401969,12/01/2015,"H5","E8","13/11/14-01/12/15 V2"
89569314,08/22/2013,"Q2","E44","18/12/12-13/08/13 C1; 13/08/13-22/08/13 V2"
89607042,07/11/2012,"K2","E4","27/03/12-11/07/12 V2"
89607042,08/30/2013,"Q2","X1","17/05/13-30/08/13 V2"
89607042,10/28/2013,"M3","E4","11/10/13-28/10/13 V2"
89607042,12/13/2015,"H5","E8","06/03/14-09/02/15 V2; 09/02/15-01/05/15 J1; 01/05/15-13/12/15 V2"
89676211,03/04/2013,"Q2","E4","01/03/13-04/03/13 L1"
89696985,08/20/2015,"U3","E4A","20/06/14-30/01/15 V2; 30/01/15-20/08/15 V2"
89806068,12/08/2012,"H5","E8","04/09/09-08/12/12 V2"
90088834,12/17/2013,"A4","E11","06/09/12-01/03/13 C1; 01/03/13-17/12/13 E1"
90109639,07/03/2015,"U6","E4A","02/07/14-04/07/14 L1; 04/07/14-11/07/14 V2; 11/07/14-03/07/15 C1"
90174391,01/19/2016,"Q2","E8","15/07/11-23/08/12 C1; 23/08/12-19/01/16 C2"
90250229,12/26/2016,"H5","E8","20/03/07-04/10/07 C1; 04/10/07-30/06/15 C2; 30/06/15-27/11/15 J1; 27/11/15-26/12/16 C2"
90365611,06/17/2016,"U6","E4A","18/05/16-20/05/16 L1; 20/05/16-17/06/16 C1"
90437961,02/01/2016,"H5","E8","18/01/08-21/01/08 L1; 21/01/08-04/12/08 C1; 04/12/08-01/02/16 C2"
90488193,09/11/2014,"U6","E4B","31/07/14-11/09/14 V2"
90488193,02/06/2017,"H5","E8","09/09/15-06/02/17 V2"
90595575,02/13/2015,"U6","E44","24/06/14-30/07/14 V2; 30/07/14-13/02/15 C1"
90669880,08/21/2013,"Q2","E8","12/11/09-13/11/09 L1; 13/11/09-21/08/13 V2"
90751040,03/28/2016,"H5","E8","22/07/05-26/07/05 L2; 26/07/05-02/08/05 V2; 02/08/05-27/09/07 C1; 27/09/07-28/03/16 C2"
90784589,02/24/2014,"H5","E8","23/01/14-24/02/14 V2"
90784589,08/10/2015,"H5","E8","03/03/14-10/08/15 V2"
90997690,07/19/2014,"H5","E8","19/05/10-24/01/11 C1; 24/01/11-19/07/14 C2"
91074005,08/01/2013,"R5","E4","11/05/11-12/05/11 L1; 12/05/11-25/07/13 V2; 25/07/13-01/08/13 J1"
91074832,12/08/2015,"H5","E8","14/04/15-08/12/15 V2"
91123458,08/15/2013,"H5","E8","21/07/10-18/05/11 C1; 18/05/11-15/08/13 C2"
91138815,04/19/2013,"Q2","E4","08/03/13-19/04/13 V2"
91221995,06/01/2012,"Q1","E4","09/02/11-01/06/12 V2"
91282840,12/07/2016,"H5","E8","18/11/16-07/12/16 V2"
91336397,12/01/2015,"U6","E4A","27/11/15-01/12/15 L1"
91344354,11/10/2015,"P1","E4A","19/03/13-03/04/14 V2; 03/04/14-08/08/14 C1; 08/08/14-10/11/15 C2"
91431511,02/25/2016,"H5","E8","02/09/15-25/02/16 V2"
91539165,09/07/2016,"A6","E11","07/03/11-13/07/12 V2; 13/07/12-25/06/15 E1; 25/06/15-07/09/16 E1"
91567398,12/22/2014,"U6","E4","21/12/14-22/12/14 L1"
91673014,10/15/2013,"Q2","E4","26/11/12-10/10/13 C1; 10/10/13-15/10/13 V2"
91716460,08/13/2013,"Q2","E4","12/08/13-13/08/13 L1"
91716460,08/16/2013,"Q2","E4","15/08/13-16/08/13 L1"
91750192,06/28/2012,"M3","E4","11/06/12-14/06/12 J1; 14/06/12-28/06/12 V2"
91750192,12/13/2013,"Q2","E4","07/11/12-13/12/13 V2"
91800841,02/28/2014,"Q2","E4","10/07/12-13/07/12 L1; 13/07/12-28/02/14 V2"
91835209,06/12/2012,"Q1","E8","15/01/09-12/06/12 V2"
91855430,07/10/2015,"H5","E8","18/12/13-10/07/15 V2"
91900969,04/30/2012,"P1","E41","13/01/11-16/01/11 L1; 16/01/11-20/01/11 L2; 20/01/11-30/04/12 C1"
92073346,12/11/2013,"R5","E4","29/11/13-11/12/13 J1"
92366141,02/01/2013,"P1","E4","09/08/11-01/02/13 C1"
92447240,11/30/2014,"Q1","E8","09/10/02-16/03/04 C1; 16/03/04-30/11/14 C2"
92490873,06/20/2014,"H5","E8","22/08/12-20/06/14 V2"
92492465,01/04/2014,"H5","E8","27/08/13-04/01/14 V2"
92736737,01/06/2017,"U3","E4B","07/07/16-08/07/16 L1; 08/07/16-06/01/17 C1"
93061617,03/31/2015,"U6","E4A","30/03/15-31/03/15 L1"
93061617,06/03/2016,"U6","E4B","16/07/15-17/07/15 L1; 17/07/15-16/09/15 V2; 16/09/15-03/06/16 C1"
93098995,06/19/2012,"A4","E11","24/07/09-18/08/09 V2; 18/08/09-16/02/11 C1; 16/02/11-19/06/12 E1"
93125740,10/26/2015,"U6","E44","02/02/15-26/10/15 V2"
93180249,02/03/2016,"Q2","E8","02/02/10-04/05/12 V2; 04/05/12-03/02/16 C2"
93245441,11/30/2016,"A6","E12","08/08/14-19/02/15 C1; 19/02/15-30/11/16 E1"
93642349,10/30/2016,"H5","E8","20/01/14-23/01/14 L1; 23/01/14-30/10/16 V2"
93812667,04/12/2012,"Q1","E4","25/01/11-12/04/12 V2"
93905648,04/12/2013,"A6","E11","26/08/11-23/02/12 C1; 23/02/12-12/04/13 E1"
94008591,11/02/2012,"K1","E9","07/08/12-02/11/12 J1"
94008591,09/22/2014,"H5","E9","07/08/14-22/09/14 V2"
94085965,02/12/2016,"H5","E4A","22/01/16-12/02/16 J1"
94092033,07/02/2016,"H5","E8","15/10/07-04/04/08 V2; 04/04/08-04/12/09 C1; 04/12/09-02/07/16 C2"
94102234,12/07/2012,"Q1","E4","16/08/12-07/12/12 V2"
94175897,02/10/2015,"H5","E8","13/05/13-10/02/15 V2"
94416728,12/17/2015,"H5","E8","24/03/15-17/12/15 V2"
94512135,08/05/2015,"H5","E8","10/04/15-05/08/15 V2"
94723861,12/16/2015,"U6","E4A","15/12/15-16/12/15 V2"
94737278,02/21/2014,"Q1","E4","17/02/14-21/02/14 V2"
94768590,03/11/2015,"H5","E8","19/12/14-11/03/15 V2"
94863806,12/18/2015,"U6","E4A","13/09/15-15/09/15 L1; 15/09/15-18/12/15 V2"
94906822,11/06/2014,"K2","E8","28/08/01-12/01/09 V4; 12/01/09-06/11/14 V2"
94982558,11/10/2013,"Q2","E8","06/08/07-09/08/07 L1; 09/08/07-21/12/07 V2; 21/12/07-22/10/08 C1; 22/10/08-10/11/13 C2"
95247803,12/03/2015,"Q2","E8","26/04/02-28/05/04 C1; 28/05/04-03/12/15 C2"
95287020,09/03/2013,"P1","E4","08/09/10-10/09/10 L1; 10/09/10-23/09/10 V2; 23/09/10-03/09/13 C1"
95399903,09/14/2015,"A6","E11","04/02/14-03/05/15 V2; 03/05/15-14/09/15 E1"
95421979,04/10/2012,"Q2","E4","03/03/12-06/03/12 L1; 06/03/12-10/04/12 V2"
95431101,05/12/2014,"Q1","E4A","31/05/13-12/05/14 V2"
95445302,10/15/2013,"Q2","E4","26/11/12-10/10/13 C1; 10/10/13-15/10/13 V2"
95530520,10/24/2012,"P1","E4","26/07/11-29/07/11 L1; 29/07/11-24/10/12 C1"
95543508,09/10/2015,"Q2","E8","01/07/04-15/03/05 C1; 15/03/05-10/09/15 C2"
95617196,08/31/2016,"U3","E4A","19/05/16-31/08/16 V2"
95701083,09/18/2014,"R2","E8","22/01/09-27/10/10 C1; 27/10/10-18/09/14 C2"
95830364,07/24/2014,"Q2","E44","20/09/13-04/06/14 C1; 04/06/14-24/07/14 V2"
95918610,09/16/2013,"Q1","E43","06/02/13-16/09/13 C1"
96115061,05/19/2016,"H5","E8","14/10/11-01/05/13 V2; 01/05/13-24/06/13 C1; 24/06/13-19/05/16 C2"
96240328,10/12/2012,"R3","E4","21/12/11-06/07/12 V2; 06/07/12-12/10/12 C1"
96240328,02/17/2014,"Q2","E44","04/02/13-07/02/13 L1; 07/02/13-17/02/14 V2"
96523377,01/15/2016,"U6","E4B","06/01/16-08/01/16 L1; 08/01/16-15/01/16 V2"
96582092,02/25/2016,"U6","E4A","14/02/16-25/02/16 L1"
96745602,07/08/2016,"U3","E11","08/11/12-12/06/13 C1; 12/06/13-08/07/16 E1"
96886224,05/27/2014,"Q2","E4A","27/01/14-27/05/14 V2"
96955605,06/29/2012,"Q2","E4","03/02/11-29/06/12 V2"
97079685,07/04/2013,"A4","E11","07/12/11-17/05/12 C1; 17/05/12-04/07/13 E1"
97145156,03/05/2013,"Q1","E44","26/05/11-05/03/13 C1"
97204975,01/31/2017,"U6","E4B","29/01/17-31/01/17 L1"
97431242,02/22/2017,"U6","E4B","08/02/17-22/02/17 V2"
97474936,08/18/2014,"Q1","E43","11/10/12-18/08/14 V2"
97553574,11/19/2014,"U3","E44","30/04/14-19/11/14 V2"
97734716,08/23/2014,"H5","E6","09/12/13-23/08/14 J1"
97826989,07/01/2016,"U6","E4A","10/05/16-01/07/16 L1"
97957309,01/16/2014,"R5","E4","13/12/13-16/01/14 J1"
97983203,04/14/2014,"U6","E4","13/04/14-14/04/14 V2"
98161133,03/19/2014,"Q2","E4","18/03/14-19/03/14 L1"
98180250,10/20/2016,"H5","E4A","27/09/16-20/10/16 L1"
98205370,10/24/2015,"Q2","E8","19/05/06-31/03/08 C1; 31/03/08-24/10/15 C2"
98235967,10/28/2015,"Q1","E43","31/12/09-14/01/10 V2; 14/01/10-20/10/11 C1; 20/10/11-28/10/15 C2"
98253405,01/01/2013,"H5","E8","31/03/09-01/01/13 V2"
98294137,08/16/2013,"Q2","E4","09/08/13-12/08/13 L1; 12/08/13-16/08/13 V2"
98433879,03/19/2014,"Q2","E4","18/03/14-19/03/14 L1"
98444548,03/16/2013,"Q2","E44","26/09/11-27/09/11 L1; 27/09/11-16/03/13 C1"
98546279,10/04/2016,"H5","E13","08/07/16-04/10/16 V2"
98562285,04/16/2016,"H5","E8","05/07/10-02/09/10 V2; 02/09/10-13/07/11 C1; 13/07/11-16/04/16 C2"
98577278,11/30/2013,"Q2","E4","07/06/13-30/11/13 V2"
98577278,10/27/2014,"P1","E4","06/02/14-27/10/14 C1"
98583512,10/27/2012,"H5","E8","20/03/12-27/10/12 V2"
98684811,10/30/2016,"H5","E8","24/05/10-10/05/11 C1; 10/05/11-30/10/16 C2"
98700143,11/20/2014,"H5","E8","02/08/02-20/11/14 C2"
99089791,09/09/2013,"Q2","E44","10/11/11-03/05/12 V2; 03/05/12-09/09/13 C1"
99580823,10/17/2015,"U6","E4B","07/07/15-17/10/15 V2"
99737536,05/16/2016,"U6","E4B","29/02/16-16/05/16 V2"
99854944,01/06/2014,"H5","E8","01/11/09-17/11/09 V2; 17/11/09-07/03/11 C1; 07/03/11-06/01/14 C2"
99930880,11/05/2014,"U6","E4","04/11/14-05/11/14 L1"
99930880,01/18/2017,"H5","E8","08/11/16-18/01/17 V2"
99968150,06/13/2012,"K2","E3","01/12/11-02/12/11 L1; 02/12/11-23/12/11 V2; 23/12/11-13/06/12 C1"
